structure,structure_id,action,freq,ref_area,value,unit_measure,time_period,obs_value,unit_mult,breaks,coverage,title_ts,obs_status,obs_conf,obs_pre_break
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,US: United States,R: Real,"628: Index, 2010 = 100",1978-Q2,77.1973,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,US: United States,R: Real,"628: Index, 2010 = 100",1978-Q3,78.4984,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,US: United States,R: Real,"628: Index, 2010 = 100",1978-Q4,79.1487,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,US: United States,R: Real,"628: Index, 2010 = 100",1979-Q1,80.6986,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,US: United States,R: Real,"628: Index, 2010 = 100",1979-Q2,81.4828,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,US: United States,R: Real,"628: Index, 2010 = 100",1979-Q3,81.7625,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,US: United States,R: Real,"628: Index, 2010 = 100",1979-Q4,82.3151,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,US: United States,R: Real,"628: Index, 2010 = 100",1980-Q1,80.9777,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,US: United States,R: Real,"628: Index, 2010 = 100",1980-Q2,79.1014,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,US: United States,R: Real,"628: Index, 2010 = 100",1980-Q3,80.1598,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,US: United States,R: Real,"628: Index, 2010 = 100",1980-Q4,79.7381,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,US: United States,R: Real,"628: Index, 2010 = 100",1981-Q1,79.1133,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,US: United States,R: Real,"628: Index, 2010 = 100",1981-Q2,78.2944,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,US: United States,R: Real,"628: Index, 2010 = 100",1981-Q3,76.8507,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,US: United States,R: Real,"628: Index, 2010 = 100",1981-Q4,76.6736,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,US: United States,R: Real,"628: Index, 2010 = 100",1982-Q1,76.3493,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,US: United States,R: Real,"628: Index, 2010 = 100",1982-Q2,75.3682,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,US: United States,R: Real,"628: Index, 2010 = 100",1982-Q3,74.0346,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,US: United States,R: Real,"628: Index, 2010 = 100",1982-Q4,74.3588,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,US: United States,R: Real,"628: Index, 2010 = 100",1983-Q1,75.2029,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,US: United States,R: Real,"628: Index, 2010 = 100",1983-Q2,75.2389,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,US: United States,R: Real,"628: Index, 2010 = 100",1983-Q3,75.3792,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,US: United States,R: Real,"628: Index, 2010 = 100",1983-Q4,75.6543,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,US: United States,R: Real,"628: Index, 2010 = 100",1984-Q1,75.6943,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,US: United States,R: Real,"628: Index, 2010 = 100",1984-Q2,75.8725,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,US: United States,R: Real,"628: Index, 2010 = 100",1984-Q3,76.1709,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,US: United States,R: Real,"628: Index, 2010 = 100",1984-Q4,76.1405,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,US: United States,R: Real,"628: Index, 2010 = 100",1985-Q1,76.5674,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,US: United States,R: Real,"628: Index, 2010 = 100",1985-Q2,77.3158,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,US: United States,R: Real,"628: Index, 2010 = 100",1985-Q3,77.4229,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,US: United States,R: Real,"628: Index, 2010 = 100",1985-Q4,78.2191,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,US: United States,R: Real,"628: Index, 2010 = 100",1986-Q1,79.6301,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,US: United States,R: Real,"628: Index, 2010 = 100",1986-Q2,81.3545,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,US: United States,R: Real,"628: Index, 2010 = 100",1986-Q3,82.6125,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,US: United States,R: Real,"628: Index, 2010 = 100",1986-Q4,83.4585,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,US: United States,R: Real,"628: Index, 2010 = 100",1987-Q1,85.2536,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,US: United States,R: Real,"628: Index, 2010 = 100",1987-Q2,86.0106,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,US: United States,R: Real,"628: Index, 2010 = 100",1987-Q3,86.9022,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,US: United States,R: Real,"628: Index, 2010 = 100",1987-Q4,87.9082,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,US: United States,R: Real,"628: Index, 2010 = 100",1988-Q1,88.7378,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,US: United States,R: Real,"628: Index, 2010 = 100",1988-Q2,89.8224,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,US: United States,R: Real,"628: Index, 2010 = 100",1988-Q3,91.1093,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,US: United States,R: Real,"628: Index, 2010 = 100",1988-Q4,92.457,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,US: United States,R: Real,"628: Index, 2010 = 100",1989-Q1,93.3897,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,US: United States,R: Real,"628: Index, 2010 = 100",1989-Q2,93.2643,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,US: United States,R: Real,"628: Index, 2010 = 100",1989-Q3,93.7683,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,US: United States,R: Real,"628: Index, 2010 = 100",1989-Q4,94.0579,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,US: United States,R: Real,"628: Index, 2010 = 100",1990-Q1,93.7557,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,US: United States,R: Real,"628: Index, 2010 = 100",1990-Q2,92.9173,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,US: United States,R: Real,"628: Index, 2010 = 100",1990-Q3,91.1128,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,US: United States,R: Real,"628: Index, 2010 = 100",1990-Q4,89.2438,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,US: United States,R: Real,"628: Index, 2010 = 100",1991-Q1,87.8691,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,US: United States,R: Real,"628: Index, 2010 = 100",1991-Q2,87.9619,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,US: United States,R: Real,"628: Index, 2010 = 100",1991-Q3,86.9999,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,US: United States,R: Real,"628: Index, 2010 = 100",1991-Q4,86.1231,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,US: United States,R: Real,"628: Index, 2010 = 100",1992-Q1,85.7143,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,US: United States,R: Real,"628: Index, 2010 = 100",1992-Q2,84.8566,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,US: United States,R: Real,"628: Index, 2010 = 100",1992-Q3,84.083,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,US: United States,R: Real,"628: Index, 2010 = 100",1992-Q4,83.7356,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,US: United States,R: Real,"628: Index, 2010 = 100",1993-Q1,83.2865,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,US: United States,R: Real,"628: Index, 2010 = 100",1993-Q2,83.0581,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,US: United States,R: Real,"628: Index, 2010 = 100",1993-Q3,83.313,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,US: United States,R: Real,"628: Index, 2010 = 100",1993-Q4,83.5053,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,US: United States,R: Real,"628: Index, 2010 = 100",1994-Q1,83.2284,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,US: United States,R: Real,"628: Index, 2010 = 100",1994-Q2,83.1811,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,US: United States,R: Real,"628: Index, 2010 = 100",1994-Q3,82.8521,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,US: United States,R: Real,"628: Index, 2010 = 100",1994-Q4,82.8281,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,US: United States,R: Real,"628: Index, 2010 = 100",1995-Q1,82.4361,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,US: United States,R: Real,"628: Index, 2010 = 100",1995-Q2,82.2397,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,US: United States,R: Real,"628: Index, 2010 = 100",1995-Q3,82.6115,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,US: United States,R: Real,"628: Index, 2010 = 100",1995-Q4,82.6474,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,US: United States,R: Real,"628: Index, 2010 = 100",1996-Q1,82.5968,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,US: United States,R: Real,"628: Index, 2010 = 100",1996-Q2,82.3626,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,US: United States,R: Real,"628: Index, 2010 = 100",1996-Q3,82.3867,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,US: United States,R: Real,"628: Index, 2010 = 100",1996-Q4,82.3164,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,US: United States,R: Real,"628: Index, 2010 = 100",1997-Q1,82.4332,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,US: United States,R: Real,"628: Index, 2010 = 100",1997-Q2,82.9395,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,US: United States,R: Real,"628: Index, 2010 = 100",1997-Q3,83.6316,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,US: United States,R: Real,"628: Index, 2010 = 100",1997-Q4,84.5553,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,US: United States,R: Real,"628: Index, 2010 = 100",1998-Q1,86.0159,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,US: United States,R: Real,"628: Index, 2010 = 100",1998-Q2,86.7006,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,US: United States,R: Real,"628: Index, 2010 = 100",1998-Q3,87.8889,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,US: United States,R: Real,"628: Index, 2010 = 100",1998-Q4,89.2441,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,US: United States,R: Real,"628: Index, 2010 = 100",1999-Q1,90.2718,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,US: United States,R: Real,"628: Index, 2010 = 100",1999-Q2,91.1716,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,US: United States,R: Real,"628: Index, 2010 = 100",1999-Q3,92.389,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,US: United States,R: Real,"628: Index, 2010 = 100",1999-Q4,93.7944,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,US: United States,R: Real,"628: Index, 2010 = 100",2000-Q1,95.1611,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,US: United States,R: Real,"628: Index, 2010 = 100",2000-Q2,96.5856,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,US: United States,R: Real,"628: Index, 2010 = 100",2000-Q3,97.8933,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,US: United States,R: Real,"628: Index, 2010 = 100",2000-Q4,99.5801,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,US: United States,R: Real,"628: Index, 2010 = 100",2001-Q1,100.9956,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,US: United States,R: Real,"628: Index, 2010 = 100",2001-Q2,101.7146,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,US: United States,R: Real,"628: Index, 2010 = 100",2001-Q3,103.5143,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,US: United States,R: Real,"628: Index, 2010 = 100",2001-Q4,105.5272,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,US: United States,R: Real,"628: Index, 2010 = 100",2002-Q1,107.0575,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,US: United States,R: Real,"628: Index, 2010 = 100",2002-Q2,108.6661,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,US: United States,R: Real,"628: Index, 2010 = 100",2002-Q3,110.9658,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,US: United States,R: Real,"628: Index, 2010 = 100",2002-Q4,112.8631,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,US: United States,R: Real,"628: Index, 2010 = 100",2003-Q1,114.0009,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,US: United States,R: Real,"628: Index, 2010 = 100",2003-Q2,116.0256,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,US: United States,R: Real,"628: Index, 2010 = 100",2003-Q3,118.817,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,US: United States,R: Real,"628: Index, 2010 = 100",2003-Q4,122.6807,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,US: United States,R: Real,"628: Index, 2010 = 100",2004-Q1,125.7093,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,US: United States,R: Real,"628: Index, 2010 = 100",2004-Q2,128.846,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,US: United States,R: Real,"628: Index, 2010 = 100",2004-Q3,132.7587,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,US: United States,R: Real,"628: Index, 2010 = 100",2004-Q4,136.9431,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,US: United States,R: Real,"628: Index, 2010 = 100",2005-Q1,141.6915,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,US: United States,R: Real,"628: Index, 2010 = 100",2005-Q2,145.3589,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,US: United States,R: Real,"628: Index, 2010 = 100",2005-Q3,148.5776,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,US: United States,R: Real,"628: Index, 2010 = 100",2005-Q4,151.9373,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,US: United States,R: Real,"628: Index, 2010 = 100",2006-Q1,153.9416,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,US: United States,R: Real,"628: Index, 2010 = 100",2006-Q2,150.3056,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,US: United States,R: Real,"628: Index, 2010 = 100",2006-Q3,148.3519,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,US: United States,R: Real,"628: Index, 2010 = 100",2006-Q4,149.6103,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,US: United States,R: Real,"628: Index, 2010 = 100",2007-Q1,146.6619,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,US: United States,R: Real,"628: Index, 2010 = 100",2007-Q2,139.6236,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,US: United States,R: Real,"628: Index, 2010 = 100",2007-Q3,135.4026,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,US: United States,R: Real,"628: Index, 2010 = 100",2007-Q4,130.1579,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,US: United States,R: Real,"628: Index, 2010 = 100",2008-Q1,123.6731,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,US: United States,R: Real,"628: Index, 2010 = 100",2008-Q2,115.5494,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,US: United States,R: Real,"628: Index, 2010 = 100",2008-Q3,109.1551,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,US: United States,R: Real,"628: Index, 2010 = 100",2008-Q4,106.561,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,US: United States,R: Real,"628: Index, 2010 = 100",2009-Q1,103.9849,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,US: United States,R: Real,"628: Index, 2010 = 100",2009-Q2,102.8903,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,US: United States,R: Real,"628: Index, 2010 = 100",2009-Q3,102.4829,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,US: United States,R: Real,"628: Index, 2010 = 100",2009-Q4,102.8757,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,US: United States,R: Real,"628: Index, 2010 = 100",2010-Q1,101.5279,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,US: United States,R: Real,"628: Index, 2010 = 100",2010-Q2,101.3757,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,US: United States,R: Real,"628: Index, 2010 = 100",2010-Q3,99.1227,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,US: United States,R: Real,"628: Index, 2010 = 100",2010-Q4,97.9895,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,US: United States,R: Real,"628: Index, 2010 = 100",2011-Q1,95.1083,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
