structure,structure_id,action,freq,borrowers_cty,tc_borrowers,tc_lenders,valuation,unit_type,tc_adjust,time_period,obs_value,collection,unit_mult,unit_measure,title_ts,decimals,obs_status,obs_pre_break,obs_conf
dataflow,BIS:WS_TC(2.0): Total credit,I,Q: Quarterly,AU: Australia,C: Non financial sector,A: All sectors,M: Market value,770: Percentage of GDP,A: Adjusted for breaks,2022-Q1,231.6,E: End of period,0: Units,367: Per cent,Australia - Credit to Non financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,NA,A: Normal value,NA,F: Free
dataflow,BIS:WS_TC(2.0): Total credit,I,Q: Quarterly,AU: Australia,C: Non financial sector,A: All sectors,M: Market value,770: Percentage of GDP,A: Adjusted for breaks,2022-Q2,228.6,E: End of period,0: Units,367: Per cent,Australia - Credit to Non financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,NA,A: Normal value,NA,F: Free
dataflow,BIS:WS_TC(2.0): Total credit,I,Q: Quarterly,AU: Australia,C: Non financial sector,A: All sectors,M: Market value,770: Percentage of GDP,A: Adjusted for breaks,2022-Q3,224.4,E: End of period,0: Units,367: Per cent,Australia - Credit to Non financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,NA,A: Normal value,NA,F: Free
dataflow,BIS:WS_TC(2.0): Total credit,I,Q: Quarterly,AU: Australia,C: Non financial sector,A: All sectors,M: Market value,770: Percentage of GDP,A: Adjusted for breaks,2022-Q4,219.1,E: End of period,0: Units,367: Per cent,Australia - Credit to Non financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,NA,A: Normal value,NA,F: Free
dataflow,BIS:WS_TC(2.0): Total credit,I,Q: Quarterly,AU: Australia,C: Non financial sector,A: All sectors,M: Market value,770: Percentage of GDP,A: Adjusted for breaks,2023-Q1,218.2,E: End of period,0: Units,367: Per cent,Australia - Credit to Non financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,NA,A: Normal value,NA,F: Free
dataflow,BIS:WS_TC(2.0): Total credit,I,Q: Quarterly,AU: Australia,C: Non financial sector,A: All sectors,M: Market value,770: Percentage of GDP,A: Adjusted for breaks,2023-Q2,216,E: End of period,0: Units,367: Per cent,Australia - Credit to Non financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,NA,A: Normal value,NA,F: Free
dataflow,BIS:WS_TC(2.0): Total credit,I,Q: Quarterly,AU: Australia,C: Non financial sector,A: All sectors,M: Market value,770: Percentage of GDP,A: Adjusted for breaks,2023-Q3,216,E: End of period,0: Units,367: Per cent,Australia - Credit to Non financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,NA,A: Normal value,NA,F: Free
dataflow,BIS:WS_TC(2.0): Total credit,I,Q: Quarterly,AU: Australia,C: Non financial sector,A: All sectors,M: Market value,770: Percentage of GDP,A: Adjusted for breaks,2023-Q4,217.6,E: End of period,0: Units,367: Per cent,Australia - Credit to Non financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,NA,A: Normal value,NA,F: Free
dataflow,BIS:WS_TC(2.0): Total credit,I,Q: Quarterly,AU: Australia,C: Non financial sector,A: All sectors,M: Market value,770: Percentage of GDP,A: Adjusted for breaks,2024-Q1,219.6,E: End of period,0: Units,367: Per cent,Australia - Credit to Non financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,NA,A: Normal value,NA,F: Free
dataflow,BIS:WS_TC(2.0): Total credit,I,Q: Quarterly,AU: Australia,C: Non financial sector,A: All sectors,M: Market value,770: Percentage of GDP,A: Adjusted for breaks,2024-Q2,218.7,E: End of period,0: Units,367: Per cent,Australia - Credit to Non financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,NA,A: Normal value,NA,F: Free
dataflow,BIS:WS_TC(2.0): Total credit,I,Q: Quarterly,AU: Australia,C: Non financial sector,A: All sectors,M: Market value,770: Percentage of GDP,A: Adjusted for breaks,2024-Q3,221.4,E: End of period,0: Units,367: Per cent,Australia - Credit to Non financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,NA,A: Normal value,NA,F: Free
dataflow,BIS:WS_TC(2.0): Total credit,I,Q: Quarterly,AU: Australia,C: Non financial sector,A: All sectors,M: Market value,770: Percentage of GDP,A: Adjusted for breaks,2024-Q4,222.6,E: End of period,0: Units,367: Per cent,Australia - Credit to Non financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,NA,A: Normal value,NA,F: Free
dataflow,BIS:WS_TC(2.0): Total credit,I,Q: Quarterly,AU: Australia,C: Non financial sector,A: All sectors,M: Market value,770: Percentage of GDP,A: Adjusted for breaks,2025-Q1,225.1,E: End of period,0: Units,367: Per cent,Australia - Credit to Non financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,NA,A: Normal value,NA,F: Free
dataflow,BIS:WS_TC(2.0): Total credit,I,Q: Quarterly,AU: Australia,C: Non financial sector,A: All sectors,M: Market value,770: Percentage of GDP,A: Adjusted for breaks,2025-Q2,225.7,E: End of period,0: Units,367: Per cent,Australia - Credit to Non financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,NA,A: Normal value,NA,F: Free
dataflow,BIS:WS_TC(2.0): Total credit,I,Q: Quarterly,AU: Australia,C: Non financial sector,A: All sectors,M: Market value,770: Percentage of GDP,A: Adjusted for breaks,2025-Q3,226.6,E: End of period,0: Units,367: Per cent,Australia - Credit to Non financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,NA,A: Normal value,NA,F: Free
dataflow,BIS:WS_TC(2.0): Total credit,I,Q: Quarterly,GB: United Kingdom,N: Non-financial corporations,A: All sectors,M: Market value,XDC: Domestic currency (incl. conv. to current ccy made using a fix parity),A: Adjusted for breaks,1976-Q1,35.221,E: End of period,9: Billions,GBP: Pound (sterling),United Kingdom - Credit to Non-financial corporations from All sectors at Market value - domestic currency - Adjusted for breaks,NA,A: Normal value,NA,F: Free
dataflow,BIS:WS_TC(2.0): Total credit,I,Q: Quarterly,GB: United Kingdom,N: Non-financial corporations,A: All sectors,M: Market value,XDC: Domestic currency (incl. conv. to current ccy made using a fix parity),A: Adjusted for breaks,1976-Q2,37.178,E: End of period,9: Billions,GBP: Pound (sterling),United Kingdom - Credit to Non-financial corporations from All sectors at Market value - domestic currency - Adjusted for breaks,NA,A: Normal value,NA,F: Free
dataflow,BIS:WS_TC(2.0): Total credit,I,Q: Quarterly,GB: United Kingdom,N: Non-financial corporations,A: All sectors,M: Market value,XDC: Domestic currency (incl. conv. to current ccy made using a fix parity),A: Adjusted for breaks,1976-Q3,39.135,E: End of period,9: Billions,GBP: Pound (sterling),United Kingdom - Credit to Non-financial corporations from All sectors at Market value - domestic currency - Adjusted for breaks,NA,A: Normal value,NA,F: Free
dataflow,BIS:WS_TC(2.0): Total credit,I,Q: Quarterly,GB: United Kingdom,N: Non-financial corporations,A: All sectors,M: Market value,XDC: Domestic currency (incl. conv. to current ccy made using a fix parity),A: Adjusted for breaks,1976-Q4,43.048,E: End of period,9: Billions,GBP: Pound (sterling),United Kingdom - Credit to Non-financial corporations from All sectors at Market value - domestic currency - Adjusted for breaks,NA,A: Normal value,NA,F: Free
dataflow,BIS:WS_TC(2.0): Total credit,I,Q: Quarterly,GB: United Kingdom,N: Non-financial corporations,A: All sectors,M: Market value,XDC: Domestic currency (incl. conv. to current ccy made using a fix parity),A: Adjusted for breaks,1977-Q1,41.091,E: End of period,9: Billions,GBP: Pound (sterling),United Kingdom - Credit to Non-financial corporations from All sectors at Market value - domestic currency - Adjusted for breaks,NA,A: Normal value,NA,F: Free
dataflow,BIS:WS_TC(2.0): Total credit,I,Q: Quarterly,GB: United Kingdom,N: Non-financial corporations,A: All sectors,M: Market value,XDC: Domestic currency (incl. conv. to current ccy made using a fix parity),A: Adjusted for breaks,1977-Q2,43.048,E: End of period,9: Billions,GBP: Pound (sterling),United Kingdom - Credit to Non-financial corporations from All sectors at Market value - domestic currency - Adjusted for breaks,NA,A: Normal value,NA,F: Free
dataflow,BIS:WS_TC(2.0): Total credit,I,Q: Quarterly,GB: United Kingdom,N: Non-financial corporations,A: All sectors,M: Market value,XDC: Domestic currency (incl. conv. to current ccy made using a fix parity),A: Adjusted for breaks,1977-Q3,43.048,E: End of period,9: Billions,GBP: Pound (sterling),United Kingdom - Credit to Non-financial corporations from All sectors at Market value - domestic currency - Adjusted for breaks,NA,A: Normal value,NA,F: Free
dataflow,BIS:WS_TC(2.0): Total credit,I,Q: Quarterly,GB: United Kingdom,N: Non-financial corporations,A: All sectors,M: Market value,XDC: Domestic currency (incl. conv. to current ccy made using a fix parity),A: Adjusted for breaks,1977-Q4,45.005,E: End of period,9: Billions,GBP: Pound (sterling),United Kingdom - Credit to Non-financial corporations from All sectors at Market value - domestic currency - Adjusted for breaks,NA,A: Normal value,NA,F: Free
dataflow,BIS:WS_TC(2.0): Total credit,I,Q: Quarterly,GB: United Kingdom,N: Non-financial corporations,A: All sectors,M: Market value,XDC: Domestic currency (incl. conv. to current ccy made using a fix parity),A: Adjusted for breaks,1978-Q1,46.962,E: End of period,9: Billions,GBP: Pound (sterling),United Kingdom - Credit to Non-financial corporations from All sectors at Market value - domestic currency - Adjusted for breaks,NA,A: Normal value,NA,F: Free
dataflow,BIS:WS_TC(2.0): Total credit,I,Q: Quarterly,GB: United Kingdom,N: Non-financial corporations,A: All sectors,M: Market value,XDC: Domestic currency (incl. conv. to current ccy made using a fix parity),A: Adjusted for breaks,1978-Q2,48.918,E: End of period,9: Billions,GBP: Pound (sterling),United Kingdom - Credit to Non-financial corporations from All sectors at Market value - domestic currency - Adjusted for breaks,NA,A: Normal value,NA,F: Free
dataflow,BIS:WS_TC(2.0): Total credit,I,Q: Quarterly,GB: United Kingdom,N: Non-financial corporations,A: All sectors,M: Market value,XDC: Domestic currency (incl. conv. to current ccy made using a fix parity),A: Adjusted for breaks,1978-Q3,48.918,E: End of period,9: Billions,GBP: Pound (sterling),United Kingdom - Credit to Non-financial corporations from All sectors at Market value - domestic currency - Adjusted for breaks,NA,A: Normal value,NA,F: Free
dataflow,BIS:WS_TC(2.0): Total credit,I,Q: Quarterly,GB: United Kingdom,N: Non-financial corporations,A: All sectors,M: Market value,XDC: Domestic currency (incl. conv. to current ccy made using a fix parity),A: Adjusted for breaks,1978-Q4,48.918,E: End of period,9: Billions,GBP: Pound (sterling),United Kingdom - Credit to Non-financial corporations from All sectors at Market value - domestic currency - Adjusted for breaks,NA,A: Normal value,NA,F: Free
dataflow,BIS:WS_TC(2.0): Total credit,I,Q: Quarterly,GB: United Kingdom,N: Non-financial corporations,A: All sectors,M: Market value,XDC: Domestic currency (incl. conv. to current ccy made using a fix parity),A: Adjusted for breaks,1979-Q1,50.875,E: End of period,9: Billions,GBP: Pound (sterling),United Kingdom - Credit to Non-financial corporations from All sectors at Market value - domestic currency - Adjusted for breaks,NA,A: Normal value,NA,F: Free
dataflow,BIS:WS_TC(2.0): Total credit,I,Q: Quarterly,GB: United Kingdom,N: Non-financial corporations,A: All sectors,M: Market value,XDC: Domestic currency (incl. conv. to current ccy made using a fix parity),A: Adjusted for breaks,1979-Q2,54.788,E: End of period,9: Billions,GBP: Pound (sterling),United Kingdom - Credit to Non-financial corporations from All sectors at Market value - domestic currency - Adjusted for breaks,NA,A: Normal value,NA,F: Free
dataflow,BIS:WS_TC(2.0): Total credit,I,Q: Quarterly,GB: United Kingdom,N: Non-financial corporations,A: All sectors,M: Market value,XDC: Domestic currency (incl. conv. to current ccy made using a fix parity),A: Adjusted for breaks,1979-Q3,54.788,E: End of period,9: Billions,GBP: Pound (sterling),United Kingdom - Credit to Non-financial corporations from All sectors at Market value - domestic currency - Adjusted for breaks,NA,A: Normal value,NA,F: Free
dataflow,BIS:WS_TC(2.0): Total credit,I,Q: Quarterly,GB: United Kingdom,N: Non-financial corporations,A: All sectors,M: Market value,XDC: Domestic currency (incl. conv. to current ccy made using a fix parity),A: Adjusted for breaks,1979-Q4,54.788,E: End of period,9: Billions,GBP: Pound (sterling),United Kingdom - Credit to Non-financial corporations from All sectors at Market value - domestic currency - Adjusted for breaks,NA,A: Normal value,NA,F: Free
dataflow,BIS:WS_TC(2.0): Total credit,I,Q: Quarterly,GB: United Kingdom,N: Non-financial corporations,A: All sectors,M: Market value,XDC: Domestic currency (incl. conv. to current ccy made using a fix parity),A: Adjusted for breaks,1980-Q1,66.529,E: End of period,9: Billions,GBP: Pound (sterling),United Kingdom - Credit to Non-financial corporations from All sectors at Market value - domestic currency - Adjusted for breaks,NA,A: Normal value,NA,F: Free
dataflow,BIS:WS_TC(2.0): Total credit,I,Q: Quarterly,GB: United Kingdom,N: Non-financial corporations,A: All sectors,M: Market value,XDC: Domestic currency (incl. conv. to current ccy made using a fix parity),A: Adjusted for breaks,1980-Q2,68.486,E: End of period,9: Billions,GBP: Pound (sterling),United Kingdom - Credit to Non-financial corporations from All sectors at Market value - domestic currency - Adjusted for breaks,NA,A: Normal value,NA,F: Free
dataflow,BIS:WS_TC(2.0): Total credit,I,Q: Quarterly,GB: United Kingdom,N: Non-financial corporations,A: All sectors,M: Market value,XDC: Domestic currency (incl. conv. to current ccy made using a fix parity),A: Adjusted for breaks,1980-Q3,70.442,E: End of period,9: Billions,GBP: Pound (sterling),United Kingdom - Credit to Non-financial corporations from All sectors at Market value - domestic currency - Adjusted for breaks,NA,A: Normal value,NA,F: Free
dataflow,BIS:WS_TC(2.0): Total credit,I,Q: Quarterly,GB: United Kingdom,N: Non-financial corporations,A: All sectors,M: Market value,XDC: Domestic currency (incl. conv. to current ccy made using a fix parity),A: Adjusted for breaks,1980-Q4,72.399,E: End of period,9: Billions,GBP: Pound (sterling),United Kingdom - Credit to Non-financial corporations from All sectors at Market value - domestic currency - Adjusted for breaks,NA,A: Normal value,NA,F: Free
dataflow,BIS:WS_TC(2.0): Total credit,I,Q: Quarterly,GB: United Kingdom,N: Non-financial corporations,A: All sectors,M: Market value,XDC: Domestic currency (incl. conv. to current ccy made using a fix parity),A: Adjusted for breaks,1981-Q1,74.356,E: End of period,9: Billions,GBP: Pound (sterling),United Kingdom - Credit to Non-financial corporations from All sectors at Market value - domestic currency - Adjusted for breaks,NA,A: Normal value,NA,F: Free
dataflow,BIS:WS_TC(2.0): Total credit,I,Q: Quarterly,GB: United Kingdom,N: Non-financial corporations,A: All sectors,M: Market value,XDC: Domestic currency (incl. conv. to current ccy made using a fix parity),A: Adjusted for breaks,1981-Q2,72.399,E: End of period,9: Billions,GBP: Pound (sterling),United Kingdom - Credit to Non-financial corporations from All sectors at Market value - domestic currency - Adjusted for breaks,NA,A: Normal value,NA,F: Free
dataflow,BIS:WS_TC(2.0): Total credit,I,Q: Quarterly,GB: United Kingdom,N: Non-financial corporations,A: All sectors,M: Market value,XDC: Domestic currency (incl. conv. to current ccy made using a fix parity),A: Adjusted for breaks,1981-Q3,78.269,E: End of period,9: Billions,GBP: Pound (sterling),United Kingdom - Credit to Non-financial corporations from All sectors at Market value - domestic currency - Adjusted for breaks,NA,A: Normal value,NA,F: Free
dataflow,BIS:WS_TC(2.0): Total credit,I,Q: Quarterly,GB: United Kingdom,N: Non-financial corporations,A: All sectors,M: Market value,XDC: Domestic currency (incl. conv. to current ccy made using a fix parity),A: Adjusted for breaks,1981-Q4,90.01,E: End of period,9: Billions,GBP: Pound (sterling),United Kingdom - Credit to Non-financial corporations from All sectors at Market value - domestic currency - Adjusted for breaks,NA,A: Normal value,NA,F: Free
dataflow,BIS:WS_TC(2.0): Total credit,I,Q: Quarterly,GB: United Kingdom,N: Non-financial corporations,A: All sectors,M: Market value,XDC: Domestic currency (incl. conv. to current ccy made using a fix parity),A: Adjusted for breaks,1982-Q1,93.692,E: End of period,9: Billions,GBP: Pound (sterling),United Kingdom - Credit to Non-financial corporations from All sectors at Market value - domestic currency - Adjusted for breaks,NA,A: Normal value,NA,F: Free
dataflow,BIS:WS_TC(2.0): Total credit,I,Q: Quarterly,GB: United Kingdom,N: Non-financial corporations,A: All sectors,M: Market value,XDC: Domestic currency (incl. conv. to current ccy made using a fix parity),A: Adjusted for breaks,1982-Q2,99.965,E: End of period,9: Billions,GBP: Pound (sterling),United Kingdom - Credit to Non-financial corporations from All sectors at Market value - domestic currency - Adjusted for breaks,NA,A: Normal value,NA,F: Free
dataflow,BIS:WS_TC(2.0): Total credit,I,Q: Quarterly,GB: United Kingdom,N: Non-financial corporations,A: All sectors,M: Market value,XDC: Domestic currency (incl. conv. to current ccy made using a fix parity),A: Adjusted for breaks,1982-Q3,100.235,E: End of period,9: Billions,GBP: Pound (sterling),United Kingdom - Credit to Non-financial corporations from All sectors at Market value - domestic currency - Adjusted for breaks,NA,A: Normal value,NA,F: Free
dataflow,BIS:WS_TC(2.0): Total credit,I,Q: Quarterly,GB: United Kingdom,N: Non-financial corporations,A: All sectors,M: Market value,XDC: Domestic currency (incl. conv. to current ccy made using a fix parity),A: Adjusted for breaks,1982-Q4,104.851,E: End of period,9: Billions,GBP: Pound (sterling),United Kingdom - Credit to Non-financial corporations from All sectors at Market value - domestic currency - Adjusted for breaks,NA,A: Normal value,NA,F: Free
dataflow,BIS:WS_TC(2.0): Total credit,I,Q: Quarterly,GB: United Kingdom,N: Non-financial corporations,A: All sectors,M: Market value,XDC: Domestic currency (incl. conv. to current ccy made using a fix parity),A: Adjusted for breaks,1983-Q1,109.078,E: End of period,9: Billions,GBP: Pound (sterling),United Kingdom - Credit to Non-financial corporations from All sectors at Market value - domestic currency - Adjusted for breaks,NA,A: Normal value,NA,F: Free
dataflow,BIS:WS_TC(2.0): Total credit,I,Q: Quarterly,GB: United Kingdom,N: Non-financial corporations,A: All sectors,M: Market value,XDC: Domestic currency (incl. conv. to current ccy made using a fix parity),A: Adjusted for breaks,1983-Q2,111.262,E: End of period,9: Billions,GBP: Pound (sterling),United Kingdom - Credit to Non-financial corporations from All sectors at Market value - domestic currency - Adjusted for breaks,NA,A: Normal value,NA,F: Free
dataflow,BIS:WS_TC(2.0): Total credit,I,Q: Quarterly,GB: United Kingdom,N: Non-financial corporations,A: All sectors,M: Market value,XDC: Domestic currency (incl. conv. to current ccy made using a fix parity),A: Adjusted for breaks,1983-Q3,111.246,E: End of period,9: Billions,GBP: Pound (sterling),United Kingdom - Credit to Non-financial corporations from All sectors at Market value - domestic currency - Adjusted for breaks,NA,A: Normal value,NA,F: Free
dataflow,BIS:WS_TC(2.0): Total credit,I,Q: Quarterly,GB: United Kingdom,N: Non-financial corporations,A: All sectors,M: Market value,XDC: Domestic currency (incl. conv. to current ccy made using a fix parity),A: Adjusted for breaks,1983-Q4,112.228,E: End of period,9: Billions,GBP: Pound (sterling),United Kingdom - Credit to Non-financial corporations from All sectors at Market value - domestic currency - Adjusted for breaks,NA,A: Normal value,NA,F: Free
dataflow,BIS:WS_TC(2.0): Total credit,I,Q: Quarterly,GB: United Kingdom,N: Non-financial corporations,A: All sectors,M: Market value,XDC: Domestic currency (incl. conv. to current ccy made using a fix parity),A: Adjusted for breaks,1984-Q1,116.605,E: End of period,9: Billions,GBP: Pound (sterling),United Kingdom - Credit to Non-financial corporations from All sectors at Market value - domestic currency - Adjusted for breaks,NA,A: Normal value,NA,F: Free
dataflow,BIS:WS_TC(2.0): Total credit,I,Q: Quarterly,GB: United Kingdom,N: Non-financial corporations,A: All sectors,M: Market value,XDC: Domestic currency (incl. conv. to current ccy made using a fix parity),A: Adjusted for breaks,1984-Q2,120.791,E: End of period,9: Billions,GBP: Pound (sterling),United Kingdom - Credit to Non-financial corporations from All sectors at Market value - domestic currency - Adjusted for breaks,NA,A: Normal value,NA,F: Free
dataflow,BIS:WS_TC(2.0): Total credit,I,Q: Quarterly,GB: United Kingdom,N: Non-financial corporations,A: All sectors,M: Market value,XDC: Domestic currency (incl. conv. to current ccy made using a fix parity),A: Adjusted for breaks,1984-Q3,122.861,E: End of period,9: Billions,GBP: Pound (sterling),United Kingdom - Credit to Non-financial corporations from All sectors at Market value - domestic currency - Adjusted for breaks,NA,A: Normal value,NA,F: Free
dataflow,BIS:WS_TC(2.0): Total credit,I,Q: Quarterly,GB: United Kingdom,N: Non-financial corporations,A: All sectors,M: Market value,XDC: Domestic currency (incl. conv. to current ccy made using a fix parity),A: Adjusted for breaks,1984-Q4,134.629,E: End of period,9: Billions,GBP: Pound (sterling),United Kingdom - Credit to Non-financial corporations from All sectors at Market value - domestic currency - Adjusted for breaks,NA,A: Normal value,NA,F: Free
dataflow,BIS:WS_TC(2.0): Total credit,I,Q: Quarterly,GB: United Kingdom,N: Non-financial corporations,A: All sectors,M: Market value,XDC: Domestic currency (incl. conv. to current ccy made using a fix parity),A: Adjusted for breaks,1985-Q1,143.084,E: End of period,9: Billions,GBP: Pound (sterling),United Kingdom - Credit to Non-financial corporations from All sectors at Market value - domestic currency - Adjusted for breaks,NA,A: Normal value,NA,F: Free
dataflow,BIS:WS_TC(2.0): Total credit,I,Q: Quarterly,GB: United Kingdom,N: Non-financial corporations,A: All sectors,M: Market value,XDC: Domestic currency (incl. conv. to current ccy made using a fix parity),A: Adjusted for breaks,1985-Q2,143.665,E: End of period,9: Billions,GBP: Pound (sterling),United Kingdom - Credit to Non-financial corporations from All sectors at Market value - domestic currency - Adjusted for breaks,NA,A: Normal value,NA,F: Free
dataflow,BIS:WS_TC(2.0): Total credit,I,Q: Quarterly,GB: United Kingdom,N: Non-financial corporations,A: All sectors,M: Market value,XDC: Domestic currency (incl. conv. to current ccy made using a fix parity),A: Adjusted for breaks,1985-Q3,144.007,E: End of period,9: Billions,GBP: Pound (sterling),United Kingdom - Credit to Non-financial corporations from All sectors at Market value - domestic currency - Adjusted for breaks,NA,A: Normal value,NA,F: Free
dataflow,BIS:WS_TC(2.0): Total credit,I,Q: Quarterly,GB: United Kingdom,N: Non-financial corporations,A: All sectors,M: Market value,XDC: Domestic currency (incl. conv. to current ccy made using a fix parity),A: Adjusted for breaks,1985-Q4,144.659,E: End of period,9: Billions,GBP: Pound (sterling),United Kingdom - Credit to Non-financial corporations from All sectors at Market value - domestic currency - Adjusted for breaks,NA,A: Normal value,NA,F: Free
dataflow,BIS:WS_TC(2.0): Total credit,I,Q: Quarterly,GB: United Kingdom,N: Non-financial corporations,A: All sectors,M: Market value,XDC: Domestic currency (incl. conv. to current ccy made using a fix parity),A: Adjusted for breaks,1986-Q1,153.775,E: End of period,9: Billions,GBP: Pound (sterling),United Kingdom - Credit to Non-financial corporations from All sectors at Market value - domestic currency - Adjusted for breaks,NA,A: Normal value,NA,F: Free
dataflow,BIS:WS_TC(2.0): Total credit,I,Q: Quarterly,GB: United Kingdom,N: Non-financial corporations,A: All sectors,M: Market value,XDC: Domestic currency (incl. conv. to current ccy made using a fix parity),A: Adjusted for breaks,1986-Q2,153.521,E: End of period,9: Billions,GBP: Pound (sterling),United Kingdom - Credit to Non-financial corporations from All sectors at Market value - domestic currency - Adjusted for breaks,NA,A: Normal value,NA,F: Free
dataflow,BIS:WS_TC(2.0): Total credit,I,Q: Quarterly,GB: United Kingdom,N: Non-financial corporations,A: All sectors,M: Market value,XDC: Domestic currency (incl. conv. to current ccy made using a fix parity),A: Adjusted for breaks,1986-Q3,159.227,E: End of period,9: Billions,GBP: Pound (sterling),United Kingdom - Credit to Non-financial corporations from All sectors at Market value - domestic currency - Adjusted for breaks,NA,A: Normal value,NA,F: Free
dataflow,BIS:WS_TC(2.0): Total credit,I,Q: Quarterly,GB: United Kingdom,N: Non-financial corporations,A: All sectors,M: Market value,XDC: Domestic currency (incl. conv. to current ccy made using a fix parity),A: Adjusted for breaks,1986-Q4,169.598,E: End of period,9: Billions,GBP: Pound (sterling),United Kingdom - Credit to Non-financial corporations from All sectors at Market value - domestic currency - Adjusted for breaks,NA,A: Normal value,NA,F: Free
dataflow,BIS:WS_TC(2.0): Total credit,I,Q: Quarterly,GB: United Kingdom,N: Non-financial corporations,A: All sectors,M: Market value,XDC: Domestic currency (incl. conv. to current ccy made using a fix parity),A: Adjusted for breaks,1987-Q1,177.9,E: End of period,9: Billions,GBP: Pound (sterling),United Kingdom - Credit to Non-financial corporations from All sectors at Market value - domestic currency - Adjusted for breaks,NA,A: Normal value,NA,F: Free
dataflow,BIS:WS_TC(2.0): Total credit,I,Q: Quarterly,GB: United Kingdom,N: Non-financial corporations,A: All sectors,M: Market value,XDC: Domestic currency (incl. conv. to current ccy made using a fix parity),A: Adjusted for breaks,1987-Q2,182.339,E: End of period,9: Billions,GBP: Pound (sterling),United Kingdom - Credit to Non-financial corporations from All sectors at Market value - domestic currency - Adjusted for breaks,NA,A: Normal value,NA,F: Free
dataflow,BIS:WS_TC(2.0): Total credit,I,Q: Quarterly,GB: United Kingdom,N: Non-financial corporations,A: All sectors,M: Market value,XDC: Domestic currency (incl. conv. to current ccy made using a fix parity),A: Adjusted for breaks,1987-Q3,191.778,E: End of period,9: Billions,GBP: Pound (sterling),United Kingdom - Credit to Non-financial corporations from All sectors at Market value - domestic currency - Adjusted for breaks,NA,A: Normal value,NA,F: Free
dataflow,BIS:WS_TC(2.0): Total credit,I,Q: Quarterly,GB: United Kingdom,N: Non-financial corporations,A: All sectors,M: Market value,XDC: Domestic currency (incl. conv. to current ccy made using a fix parity),A: Adjusted for breaks,1987-Q4,193.021,E: End of period,9: Billions,GBP: Pound (sterling),United Kingdom - Credit to Non-financial corporations from All sectors at Market value - domestic currency - Adjusted for breaks,NA,A: Normal value,NA,F: Free
dataflow,BIS:WS_TC(2.0): Total credit,I,Q: Quarterly,GB: United Kingdom,N: Non-financial corporations,A: All sectors,M: Market value,XDC: Domestic currency (incl. conv. to current ccy made using a fix parity),A: Adjusted for breaks,1988-Q1,209.302,E: End of period,9: Billions,GBP: Pound (sterling),United Kingdom - Credit to Non-financial corporations from All sectors at Market value - domestic currency - Adjusted for breaks,NA,A: Normal value,NA,F: Free
dataflow,BIS:WS_TC(2.0): Total credit,I,Q: Quarterly,GB: United Kingdom,N: Non-financial corporations,A: All sectors,M: Market value,XDC: Domestic currency (incl. conv. to current ccy made using a fix parity),A: Adjusted for breaks,1988-Q2,227.852,E: End of period,9: Billions,GBP: Pound (sterling),United Kingdom - Credit to Non-financial corporations from All sectors at Market value - domestic currency - Adjusted for breaks,NA,A: Normal value,NA,F: Free
dataflow,BIS:WS_TC(2.0): Total credit,I,Q: Quarterly,GB: United Kingdom,N: Non-financial corporations,A: All sectors,M: Market value,XDC: Domestic currency (incl. conv. to current ccy made using a fix parity),A: Adjusted for breaks,1988-Q3,239.705,E: End of period,9: Billions,GBP: Pound (sterling),United Kingdom - Credit to Non-financial corporations from All sectors at Market value - domestic currency - Adjusted for breaks,NA,A: Normal value,NA,F: Free
dataflow,BIS:WS_TC(2.0): Total credit,I,Q: Quarterly,GB: United Kingdom,N: Non-financial corporations,A: All sectors,M: Market value,XDC: Domestic currency (incl. conv. to current ccy made using a fix parity),A: Adjusted for breaks,1988-Q4,249.052,E: End of period,9: Billions,GBP: Pound (sterling),United Kingdom - Credit to Non-financial corporations from All sectors at Market value - domestic currency - Adjusted for breaks,NA,A: Normal value,NA,F: Free
dataflow,BIS:WS_TC(2.0): Total credit,I,Q: Quarterly,GB: United Kingdom,N: Non-financial corporations,A: All sectors,M: Market value,XDC: Domestic currency (incl. conv. to current ccy made using a fix parity),A: Adjusted for breaks,1989-Q1,270.809,E: End of period,9: Billions,GBP: Pound (sterling),United Kingdom - Credit to Non-financial corporations from All sectors at Market value - domestic currency - Adjusted for breaks,NA,A: Normal value,NA,F: Free
