structure,structure_id,action,freq,borrowers_cty,tc_borrowers,tc_lenders,valuation,unit_type,tc_adjust,time_period,obs_value,collection,unit_mult,unit_measure,title_ts,decimals,obs_status,obs_pre_break,obs_conf
dataflow,BIS:WS_TC(2.0): Total credit,I,Q: Quarterly,ES: Spain,P: Private non-financial sector,A: All sectors,M: Market value,XDC: Domestic currency (incl. conv. to current ccy made using a fix parity),U: Unadjusted,1980-Q1,63.831,E: End of period,9: Billions,EUR: Euro,Spain - Credit to Private non-financial sector from All sectors at Market value - domestic currency - Unadjusted,NA,A: Normal value,NA,F: Free
dataflow,BIS:WS_TC(2.0): Total credit,I,Q: Quarterly,ES: Spain,P: Private non-financial sector,A: All sectors,M: Market value,XDC: Domestic currency (incl. conv. to current ccy made using a fix parity),U: Unadjusted,1980-Q2,66.381,E: End of period,9: Billions,EUR: Euro,Spain - Credit to Private non-financial sector from All sectors at Market value - domestic currency - Unadjusted,NA,A: Normal value,NA,F: Free
dataflow,BIS:WS_TC(2.0): Total credit,I,Q: Quarterly,ES: Spain,P: Private non-financial sector,A: All sectors,M: Market value,XDC: Domestic currency (incl. conv. to current ccy made using a fix parity),U: Unadjusted,1980-Q3,68.897,E: End of period,9: Billions,EUR: Euro,Spain - Credit to Private non-financial sector from All sectors at Market value - domestic currency - Unadjusted,NA,A: Normal value,NA,F: Free
dataflow,BIS:WS_TC(2.0): Total credit,I,Q: Quarterly,ES: Spain,P: Private non-financial sector,A: All sectors,M: Market value,XDC: Domestic currency (incl. conv. to current ccy made using a fix parity),U: Unadjusted,1980-Q4,80.404,E: End of period,9: Billions,EUR: Euro,Spain - Credit to Private non-financial sector from All sectors at Market value - domestic currency - Unadjusted,NA,B: Break,72.387,F: Free
dataflow,BIS:WS_TC(2.0): Total credit,I,Q: Quarterly,ES: Spain,P: Private non-financial sector,A: All sectors,M: Market value,XDC: Domestic currency (incl. conv. to current ccy made using a fix parity),U: Unadjusted,1981-Q1,82.744,E: End of period,9: Billions,EUR: Euro,Spain - Credit to Private non-financial sector from All sectors at Market value - domestic currency - Unadjusted,NA,A: Normal value,NA,F: Free
dataflow,BIS:WS_TC(2.0): Total credit,I,Q: Quarterly,ES: Spain,P: Private non-financial sector,A: All sectors,M: Market value,XDC: Domestic currency (incl. conv. to current ccy made using a fix parity),U: Unadjusted,1981-Q2,86.371,E: End of period,9: Billions,EUR: Euro,Spain - Credit to Private non-financial sector from All sectors at Market value - domestic currency - Unadjusted,NA,A: Normal value,NA,F: Free
dataflow,BIS:WS_TC(2.0): Total credit,I,Q: Quarterly,ES: Spain,P: Private non-financial sector,A: All sectors,M: Market value,XDC: Domestic currency (incl. conv. to current ccy made using a fix parity),U: Unadjusted,1981-Q3,90.095,E: End of period,9: Billions,EUR: Euro,Spain - Credit to Private non-financial sector from All sectors at Market value - domestic currency - Unadjusted,NA,A: Normal value,NA,F: Free
dataflow,BIS:WS_TC(2.0): Total credit,I,Q: Quarterly,ES: Spain,P: Private non-financial sector,A: All sectors,M: Market value,XDC: Domestic currency (incl. conv. to current ccy made using a fix parity),U: Unadjusted,1981-Q4,95.932,E: End of period,9: Billions,EUR: Euro,Spain - Credit to Private non-financial sector from All sectors at Market value - domestic currency - Unadjusted,NA,A: Normal value,NA,F: Free
dataflow,BIS:WS_TC(2.0): Total credit,I,Q: Quarterly,ES: Spain,P: Private non-financial sector,A: All sectors,M: Market value,XDC: Domestic currency (incl. conv. to current ccy made using a fix parity),U: Unadjusted,1982-Q1,98.55,E: End of period,9: Billions,EUR: Euro,Spain - Credit to Private non-financial sector from All sectors at Market value - domestic currency - Unadjusted,NA,A: Normal value,NA,F: Free
dataflow,BIS:WS_TC(2.0): Total credit,I,Q: Quarterly,ES: Spain,P: Private non-financial sector,A: All sectors,M: Market value,XDC: Domestic currency (incl. conv. to current ccy made using a fix parity),U: Unadjusted,1982-Q2,102.661,E: End of period,9: Billions,EUR: Euro,Spain - Credit to Private non-financial sector from All sectors at Market value - domestic currency - Unadjusted,NA,A: Normal value,NA,F: Free
dataflow,BIS:WS_TC(2.0): Total credit,I,Q: Quarterly,ES: Spain,P: Private non-financial sector,A: All sectors,M: Market value,XDC: Domestic currency (incl. conv. to current ccy made using a fix parity),U: Unadjusted,1982-Q3,106.394,E: End of period,9: Billions,EUR: Euro,Spain - Credit to Private non-financial sector from All sectors at Market value - domestic currency - Unadjusted,NA,A: Normal value,NA,F: Free
dataflow,BIS:WS_TC(2.0): Total credit,I,Q: Quarterly,ES: Spain,P: Private non-financial sector,A: All sectors,M: Market value,XDC: Domestic currency (incl. conv. to current ccy made using a fix parity),U: Unadjusted,1982-Q4,111.83,E: End of period,9: Billions,EUR: Euro,Spain - Credit to Private non-financial sector from All sectors at Market value - domestic currency - Unadjusted,NA,A: Normal value,NA,F: Free
dataflow,BIS:WS_TC(2.0): Total credit,I,Q: Quarterly,ES: Spain,P: Private non-financial sector,A: All sectors,M: Market value,XDC: Domestic currency (incl. conv. to current ccy made using a fix parity),U: Unadjusted,1983-Q1,115.161,E: End of period,9: Billions,EUR: Euro,Spain - Credit to Private non-financial sector from All sectors at Market value - domestic currency - Unadjusted,NA,A: Normal value,NA,F: Free
dataflow,BIS:WS_TC(2.0): Total credit,I,Q: Quarterly,ES: Spain,P: Private non-financial sector,A: All sectors,M: Market value,XDC: Domestic currency (incl. conv. to current ccy made using a fix parity),U: Unadjusted,1983-Q2,118.965,E: End of period,9: Billions,EUR: Euro,Spain - Credit to Private non-financial sector from All sectors at Market value - domestic currency - Unadjusted,NA,A: Normal value,NA,F: Free
dataflow,BIS:WS_TC(2.0): Total credit,I,Q: Quarterly,ES: Spain,P: Private non-financial sector,A: All sectors,M: Market value,XDC: Domestic currency (incl. conv. to current ccy made using a fix parity),U: Unadjusted,1983-Q3,121.028,E: End of period,9: Billions,EUR: Euro,Spain - Credit to Private non-financial sector from All sectors at Market value - domestic currency - Unadjusted,NA,A: Normal value,NA,F: Free
dataflow,BIS:WS_TC(2.0): Total credit,I,Q: Quarterly,ES: Spain,P: Private non-financial sector,A: All sectors,M: Market value,XDC: Domestic currency (incl. conv. to current ccy made using a fix parity),U: Unadjusted,1983-Q4,126.396,E: End of period,9: Billions,EUR: Euro,Spain - Credit to Private non-financial sector from All sectors at Market value - domestic currency - Unadjusted,NA,A: Normal value,NA,F: Free
dataflow,BIS:WS_TC(2.0): Total credit,I,Q: Quarterly,ES: Spain,P: Private non-financial sector,A: All sectors,M: Market value,XDC: Domestic currency (incl. conv. to current ccy made using a fix parity),U: Unadjusted,1984-Q1,126.264,E: End of period,9: Billions,EUR: Euro,Spain - Credit to Private non-financial sector from All sectors at Market value - domestic currency - Unadjusted,NA,A: Normal value,NA,F: Free
dataflow,BIS:WS_TC(2.0): Total credit,I,Q: Quarterly,ES: Spain,P: Private non-financial sector,A: All sectors,M: Market value,XDC: Domestic currency (incl. conv. to current ccy made using a fix parity),U: Unadjusted,1984-Q2,130.453,E: End of period,9: Billions,EUR: Euro,Spain - Credit to Private non-financial sector from All sectors at Market value - domestic currency - Unadjusted,NA,A: Normal value,NA,F: Free
dataflow,BIS:WS_TC(2.0): Total credit,I,Q: Quarterly,ES: Spain,P: Private non-financial sector,A: All sectors,M: Market value,XDC: Domestic currency (incl. conv. to current ccy made using a fix parity),U: Unadjusted,1984-Q3,130.352,E: End of period,9: Billions,EUR: Euro,Spain - Credit to Private non-financial sector from All sectors at Market value - domestic currency - Unadjusted,NA,A: Normal value,NA,F: Free
dataflow,BIS:WS_TC(2.0): Total credit,I,Q: Quarterly,ES: Spain,P: Private non-financial sector,A: All sectors,M: Market value,XDC: Domestic currency (incl. conv. to current ccy made using a fix parity),U: Unadjusted,1984-Q4,137.442,E: End of period,9: Billions,EUR: Euro,Spain - Credit to Private non-financial sector from All sectors at Market value - domestic currency - Unadjusted,NA,A: Normal value,NA,F: Free
dataflow,BIS:WS_TC(2.0): Total credit,I,Q: Quarterly,ES: Spain,P: Private non-financial sector,A: All sectors,M: Market value,XDC: Domestic currency (incl. conv. to current ccy made using a fix parity),U: Unadjusted,1985-Q1,135.841,E: End of period,9: Billions,EUR: Euro,Spain - Credit to Private non-financial sector from All sectors at Market value - domestic currency - Unadjusted,NA,A: Normal value,NA,F: Free
dataflow,BIS:WS_TC(2.0): Total credit,I,Q: Quarterly,ES: Spain,P: Private non-financial sector,A: All sectors,M: Market value,XDC: Domestic currency (incl. conv. to current ccy made using a fix parity),U: Unadjusted,1985-Q2,139.664,E: End of period,9: Billions,EUR: Euro,Spain - Credit to Private non-financial sector from All sectors at Market value - domestic currency - Unadjusted,NA,A: Normal value,NA,F: Free
dataflow,BIS:WS_TC(2.0): Total credit,I,Q: Quarterly,ES: Spain,P: Private non-financial sector,A: All sectors,M: Market value,XDC: Domestic currency (incl. conv. to current ccy made using a fix parity),U: Unadjusted,1985-Q3,140.065,E: End of period,9: Billions,EUR: Euro,Spain - Credit to Private non-financial sector from All sectors at Market value - domestic currency - Unadjusted,NA,A: Normal value,NA,F: Free
dataflow,BIS:WS_TC(2.0): Total credit,I,Q: Quarterly,ES: Spain,P: Private non-financial sector,A: All sectors,M: Market value,XDC: Domestic currency (incl. conv. to current ccy made using a fix parity),U: Unadjusted,1985-Q4,145.419,E: End of period,9: Billions,EUR: Euro,Spain - Credit to Private non-financial sector from All sectors at Market value - domestic currency - Unadjusted,NA,A: Normal value,NA,F: Free
dataflow,BIS:WS_TC(2.0): Total credit,I,Q: Quarterly,ES: Spain,P: Private non-financial sector,A: All sectors,M: Market value,XDC: Domestic currency (incl. conv. to current ccy made using a fix parity),U: Unadjusted,1986-Q1,143.337,E: End of period,9: Billions,EUR: Euro,Spain - Credit to Private non-financial sector from All sectors at Market value - domestic currency - Unadjusted,NA,A: Normal value,NA,F: Free
dataflow,BIS:WS_TC(2.0): Total credit,I,Q: Quarterly,ES: Spain,P: Private non-financial sector,A: All sectors,M: Market value,XDC: Domestic currency (incl. conv. to current ccy made using a fix parity),U: Unadjusted,1986-Q2,148.341,E: End of period,9: Billions,EUR: Euro,Spain - Credit to Private non-financial sector from All sectors at Market value - domestic currency - Unadjusted,NA,A: Normal value,NA,F: Free
dataflow,BIS:WS_TC(2.0): Total credit,I,Q: Quarterly,ES: Spain,P: Private non-financial sector,A: All sectors,M: Market value,XDC: Domestic currency (incl. conv. to current ccy made using a fix parity),U: Unadjusted,1986-Q3,149.348,E: End of period,9: Billions,EUR: Euro,Spain - Credit to Private non-financial sector from All sectors at Market value - domestic currency - Unadjusted,NA,A: Normal value,NA,F: Free
dataflow,BIS:WS_TC(2.0): Total credit,I,Q: Quarterly,ES: Spain,P: Private non-financial sector,A: All sectors,M: Market value,XDC: Domestic currency (incl. conv. to current ccy made using a fix parity),U: Unadjusted,1986-Q4,156.197,E: End of period,9: Billions,EUR: Euro,Spain - Credit to Private non-financial sector from All sectors at Market value - domestic currency - Unadjusted,NA,A: Normal value,NA,F: Free
dataflow,BIS:WS_TC(2.0): Total credit,I,Q: Quarterly,ES: Spain,P: Private non-financial sector,A: All sectors,M: Market value,XDC: Domestic currency (incl. conv. to current ccy made using a fix parity),U: Unadjusted,1987-Q1,155.78,E: End of period,9: Billions,EUR: Euro,Spain - Credit to Private non-financial sector from All sectors at Market value - domestic currency - Unadjusted,NA,A: Normal value,NA,F: Free
dataflow,BIS:WS_TC(2.0): Total credit,I,Q: Quarterly,ES: Spain,P: Private non-financial sector,A: All sectors,M: Market value,XDC: Domestic currency (incl. conv. to current ccy made using a fix parity),U: Unadjusted,1987-Q2,160.172,E: End of period,9: Billions,EUR: Euro,Spain - Credit to Private non-financial sector from All sectors at Market value - domestic currency - Unadjusted,NA,A: Normal value,NA,F: Free
dataflow,BIS:WS_TC(2.0): Total credit,I,Q: Quarterly,ES: Spain,P: Private non-financial sector,A: All sectors,M: Market value,XDC: Domestic currency (incl. conv. to current ccy made using a fix parity),U: Unadjusted,1987-Q3,161.794,E: End of period,9: Billions,EUR: Euro,Spain - Credit to Private non-financial sector from All sectors at Market value - domestic currency - Unadjusted,NA,A: Normal value,NA,F: Free
dataflow,BIS:WS_TC(2.0): Total credit,I,Q: Quarterly,ES: Spain,P: Private non-financial sector,A: All sectors,M: Market value,XDC: Domestic currency (incl. conv. to current ccy made using a fix parity),U: Unadjusted,1987-Q4,171.098,E: End of period,9: Billions,EUR: Euro,Spain - Credit to Private non-financial sector from All sectors at Market value - domestic currency - Unadjusted,NA,A: Normal value,NA,F: Free
dataflow,BIS:WS_TC(2.0): Total credit,I,Q: Quarterly,ES: Spain,P: Private non-financial sector,A: All sectors,M: Market value,XDC: Domestic currency (incl. conv. to current ccy made using a fix parity),U: Unadjusted,1988-Q1,172.291,E: End of period,9: Billions,EUR: Euro,Spain - Credit to Private non-financial sector from All sectors at Market value - domestic currency - Unadjusted,NA,A: Normal value,NA,F: Free
dataflow,BIS:WS_TC(2.0): Total credit,I,Q: Quarterly,ES: Spain,P: Private non-financial sector,A: All sectors,M: Market value,XDC: Domestic currency (incl. conv. to current ccy made using a fix parity),U: Unadjusted,1988-Q2,178.961,E: End of period,9: Billions,EUR: Euro,Spain - Credit to Private non-financial sector from All sectors at Market value - domestic currency - Unadjusted,NA,A: Normal value,NA,F: Free
dataflow,BIS:WS_TC(2.0): Total credit,I,Q: Quarterly,ES: Spain,P: Private non-financial sector,A: All sectors,M: Market value,XDC: Domestic currency (incl. conv. to current ccy made using a fix parity),U: Unadjusted,1988-Q3,185.378,E: End of period,9: Billions,EUR: Euro,Spain - Credit to Private non-financial sector from All sectors at Market value - domestic currency - Unadjusted,NA,A: Normal value,NA,F: Free
dataflow,BIS:WS_TC(2.0): Total credit,I,Q: Quarterly,ES: Spain,P: Private non-financial sector,A: All sectors,M: Market value,XDC: Domestic currency (incl. conv. to current ccy made using a fix parity),U: Unadjusted,1988-Q4,198.3,E: End of period,9: Billions,EUR: Euro,Spain - Credit to Private non-financial sector from All sectors at Market value - domestic currency - Unadjusted,NA,A: Normal value,NA,F: Free
dataflow,BIS:WS_TC(2.0): Total credit,I,Q: Quarterly,ES: Spain,P: Private non-financial sector,A: All sectors,M: Market value,XDC: Domestic currency (incl. conv. to current ccy made using a fix parity),U: Unadjusted,1989-Q1,202.649,E: End of period,9: Billions,EUR: Euro,Spain - Credit to Private non-financial sector from All sectors at Market value - domestic currency - Unadjusted,NA,A: Normal value,NA,F: Free
dataflow,BIS:WS_TC(2.0): Total credit,I,Q: Quarterly,ES: Spain,P: Private non-financial sector,A: All sectors,M: Market value,XDC: Domestic currency (incl. conv. to current ccy made using a fix parity),U: Unadjusted,1989-Q2,216.489,E: End of period,9: Billions,EUR: Euro,Spain - Credit to Private non-financial sector from All sectors at Market value - domestic currency - Unadjusted,NA,A: Normal value,NA,F: Free
dataflow,BIS:WS_TC(2.0): Total credit,I,Q: Quarterly,ES: Spain,P: Private non-financial sector,A: All sectors,M: Market value,XDC: Domestic currency (incl. conv. to current ccy made using a fix parity),U: Unadjusted,1989-Q3,220.951,E: End of period,9: Billions,EUR: Euro,Spain - Credit to Private non-financial sector from All sectors at Market value - domestic currency - Unadjusted,NA,A: Normal value,NA,F: Free
dataflow,BIS:WS_TC(2.0): Total credit,I,Q: Quarterly,ES: Spain,P: Private non-financial sector,A: All sectors,M: Market value,XDC: Domestic currency (incl. conv. to current ccy made using a fix parity),U: Unadjusted,1989-Q4,244.743,E: End of period,9: Billions,EUR: Euro,Spain - Credit to Private non-financial sector from All sectors at Market value - domestic currency - Unadjusted,NA,A: Normal value,NA,F: Free
dataflow,BIS:WS_TC(2.0): Total credit,I,Q: Quarterly,ES: Spain,P: Private non-financial sector,A: All sectors,M: Market value,XDC: Domestic currency (incl. conv. to current ccy made using a fix parity),U: Unadjusted,1990-Q1,250.225,E: End of period,9: Billions,EUR: Euro,Spain - Credit to Private non-financial sector from All sectors at Market value - domestic currency - Unadjusted,NA,A: Normal value,NA,F: Free
dataflow,BIS:WS_TC(2.0): Total credit,I,Q: Quarterly,ES: Spain,P: Private non-financial sector,A: All sectors,M: Market value,XDC: Domestic currency (incl. conv. to current ccy made using a fix parity),U: Unadjusted,1990-Q2,260.817,E: End of period,9: Billions,EUR: Euro,Spain - Credit to Private non-financial sector from All sectors at Market value - domestic currency - Unadjusted,NA,A: Normal value,NA,F: Free
dataflow,BIS:WS_TC(2.0): Total credit,I,Q: Quarterly,ES: Spain,P: Private non-financial sector,A: All sectors,M: Market value,XDC: Domestic currency (incl. conv. to current ccy made using a fix parity),U: Unadjusted,1990-Q3,267.451,E: End of period,9: Billions,EUR: Euro,Spain - Credit to Private non-financial sector from All sectors at Market value - domestic currency - Unadjusted,NA,A: Normal value,NA,F: Free
dataflow,BIS:WS_TC(2.0): Total credit,I,Q: Quarterly,ES: Spain,P: Private non-financial sector,A: All sectors,M: Market value,XDC: Domestic currency (incl. conv. to current ccy made using a fix parity),U: Unadjusted,1990-Q4,274.74,E: End of period,9: Billions,EUR: Euro,Spain - Credit to Private non-financial sector from All sectors at Market value - domestic currency - Unadjusted,NA,A: Normal value,NA,F: Free
dataflow,BIS:WS_TC(2.0): Total credit,I,Q: Quarterly,ES: Spain,P: Private non-financial sector,A: All sectors,M: Market value,XDC: Domestic currency (incl. conv. to current ccy made using a fix parity),U: Unadjusted,1991-Q1,283.892,E: End of period,9: Billions,EUR: Euro,Spain - Credit to Private non-financial sector from All sectors at Market value - domestic currency - Unadjusted,NA,A: Normal value,NA,F: Free
dataflow,BIS:WS_TC(2.0): Total credit,I,Q: Quarterly,ES: Spain,P: Private non-financial sector,A: All sectors,M: Market value,XDC: Domestic currency (incl. conv. to current ccy made using a fix parity),U: Unadjusted,1991-Q2,294.021,E: End of period,9: Billions,EUR: Euro,Spain - Credit to Private non-financial sector from All sectors at Market value - domestic currency - Unadjusted,NA,A: Normal value,NA,F: Free
dataflow,BIS:WS_TC(2.0): Total credit,I,Q: Quarterly,ES: Spain,P: Private non-financial sector,A: All sectors,M: Market value,XDC: Domestic currency (incl. conv. to current ccy made using a fix parity),U: Unadjusted,1991-Q3,300.635,E: End of period,9: Billions,EUR: Euro,Spain - Credit to Private non-financial sector from All sectors at Market value - domestic currency - Unadjusted,NA,A: Normal value,NA,F: Free
dataflow,BIS:WS_TC(2.0): Total credit,I,Q: Quarterly,ES: Spain,P: Private non-financial sector,A: All sectors,M: Market value,XDC: Domestic currency (incl. conv. to current ccy made using a fix parity),U: Unadjusted,1991-Q4,308.935,E: End of period,9: Billions,EUR: Euro,Spain - Credit to Private non-financial sector from All sectors at Market value - domestic currency - Unadjusted,NA,A: Normal value,NA,F: Free
dataflow,BIS:WS_TC(2.0): Total credit,I,Q: Quarterly,ES: Spain,P: Private non-financial sector,A: All sectors,M: Market value,XDC: Domestic currency (incl. conv. to current ccy made using a fix parity),U: Unadjusted,1992-Q1,309.01,E: End of period,9: Billions,EUR: Euro,Spain - Credit to Private non-financial sector from All sectors at Market value - domestic currency - Unadjusted,NA,A: Normal value,NA,F: Free
dataflow,BIS:WS_TC(2.0): Total credit,I,Q: Quarterly,ES: Spain,P: Private non-financial sector,A: All sectors,M: Market value,XDC: Domestic currency (incl. conv. to current ccy made using a fix parity),U: Unadjusted,1992-Q2,317.69,E: End of period,9: Billions,EUR: Euro,Spain - Credit to Private non-financial sector from All sectors at Market value - domestic currency - Unadjusted,NA,A: Normal value,NA,F: Free
dataflow,BIS:WS_TC(2.0): Total credit,I,Q: Quarterly,ES: Spain,P: Private non-financial sector,A: All sectors,M: Market value,XDC: Domestic currency (incl. conv. to current ccy made using a fix parity),U: Unadjusted,1992-Q3,324.668,E: End of period,9: Billions,EUR: Euro,Spain - Credit to Private non-financial sector from All sectors at Market value - domestic currency - Unadjusted,NA,A: Normal value,NA,F: Free
dataflow,BIS:WS_TC(2.0): Total credit,I,Q: Quarterly,ES: Spain,P: Private non-financial sector,A: All sectors,M: Market value,XDC: Domestic currency (incl. conv. to current ccy made using a fix parity),U: Unadjusted,1992-Q4,334.619,E: End of period,9: Billions,EUR: Euro,Spain - Credit to Private non-financial sector from All sectors at Market value - domestic currency - Unadjusted,NA,A: Normal value,NA,F: Free
dataflow,BIS:WS_TC(2.0): Total credit,I,Q: Quarterly,ES: Spain,P: Private non-financial sector,A: All sectors,M: Market value,XDC: Domestic currency (incl. conv. to current ccy made using a fix parity),U: Unadjusted,1993-Q1,333.385,E: End of period,9: Billions,EUR: Euro,Spain - Credit to Private non-financial sector from All sectors at Market value - domestic currency - Unadjusted,NA,A: Normal value,NA,F: Free
dataflow,BIS:WS_TC(2.0): Total credit,I,Q: Quarterly,ES: Spain,P: Private non-financial sector,A: All sectors,M: Market value,XDC: Domestic currency (incl. conv. to current ccy made using a fix parity),U: Unadjusted,1993-Q2,339.926,E: End of period,9: Billions,EUR: Euro,Spain - Credit to Private non-financial sector from All sectors at Market value - domestic currency - Unadjusted,NA,A: Normal value,NA,F: Free
dataflow,BIS:WS_TC(2.0): Total credit,I,Q: Quarterly,ES: Spain,P: Private non-financial sector,A: All sectors,M: Market value,XDC: Domestic currency (incl. conv. to current ccy made using a fix parity),U: Unadjusted,1993-Q3,341.841,E: End of period,9: Billions,EUR: Euro,Spain - Credit to Private non-financial sector from All sectors at Market value - domestic currency - Unadjusted,NA,A: Normal value,NA,F: Free
dataflow,BIS:WS_TC(2.0): Total credit,I,Q: Quarterly,ES: Spain,P: Private non-financial sector,A: All sectors,M: Market value,XDC: Domestic currency (incl. conv. to current ccy made using a fix parity),U: Unadjusted,1993-Q4,349.109,E: End of period,9: Billions,EUR: Euro,Spain - Credit to Private non-financial sector from All sectors at Market value - domestic currency - Unadjusted,NA,A: Normal value,NA,F: Free
dataflow,BIS:WS_TC(2.0): Total credit,I,Q: Quarterly,ES: Spain,P: Private non-financial sector,A: All sectors,M: Market value,XDC: Domestic currency (incl. conv. to current ccy made using a fix parity),U: Unadjusted,1994-Q1,346.011,E: End of period,9: Billions,EUR: Euro,Spain - Credit to Private non-financial sector from All sectors at Market value - domestic currency - Unadjusted,NA,A: Normal value,NA,F: Free
dataflow,BIS:WS_TC(2.0): Total credit,I,Q: Quarterly,ES: Spain,P: Private non-financial sector,A: All sectors,M: Market value,XDC: Domestic currency (incl. conv. to current ccy made using a fix parity),U: Unadjusted,1994-Q2,350.101,E: End of period,9: Billions,EUR: Euro,Spain - Credit to Private non-financial sector from All sectors at Market value - domestic currency - Unadjusted,NA,A: Normal value,NA,F: Free
dataflow,BIS:WS_TC(2.0): Total credit,I,Q: Quarterly,ES: Spain,P: Private non-financial sector,A: All sectors,M: Market value,XDC: Domestic currency (incl. conv. to current ccy made using a fix parity),U: Unadjusted,1994-Q3,349.676,E: End of period,9: Billions,EUR: Euro,Spain - Credit to Private non-financial sector from All sectors at Market value - domestic currency - Unadjusted,NA,A: Normal value,NA,F: Free
dataflow,BIS:WS_TC(2.0): Total credit,I,Q: Quarterly,ES: Spain,P: Private non-financial sector,A: All sectors,M: Market value,XDC: Domestic currency (incl. conv. to current ccy made using a fix parity),U: Unadjusted,1994-Q4,353.582,E: End of period,9: Billions,EUR: Euro,Spain - Credit to Private non-financial sector from All sectors at Market value - domestic currency - Unadjusted,NA,A: Normal value,NA,F: Free
dataflow,BIS:WS_TC(2.0): Total credit,I,Q: Quarterly,ES: Spain,P: Private non-financial sector,A: All sectors,M: Market value,XDC: Domestic currency (incl. conv. to current ccy made using a fix parity),U: Unadjusted,1995-Q1,359.052,E: End of period,9: Billions,EUR: Euro,Spain - Credit to Private non-financial sector from All sectors at Market value - domestic currency - Unadjusted,NA,A: Normal value,NA,F: Free
dataflow,BIS:WS_TC(2.0): Total credit,I,Q: Quarterly,ES: Spain,P: Private non-financial sector,A: All sectors,M: Market value,XDC: Domestic currency (incl. conv. to current ccy made using a fix parity),U: Unadjusted,1995-Q2,364.796,E: End of period,9: Billions,EUR: Euro,Spain - Credit to Private non-financial sector from All sectors at Market value - domestic currency - Unadjusted,NA,A: Normal value,NA,F: Free
dataflow,BIS:WS_TC(2.0): Total credit,I,Q: Quarterly,ES: Spain,P: Private non-financial sector,A: All sectors,M: Market value,XDC: Domestic currency (incl. conv. to current ccy made using a fix parity),U: Unadjusted,1995-Q3,365.726,E: End of period,9: Billions,EUR: Euro,Spain - Credit to Private non-financial sector from All sectors at Market value - domestic currency - Unadjusted,NA,A: Normal value,NA,F: Free
dataflow,BIS:WS_TC(2.0): Total credit,I,Q: Quarterly,ES: Spain,P: Private non-financial sector,A: All sectors,M: Market value,XDC: Domestic currency (incl. conv. to current ccy made using a fix parity),U: Unadjusted,1995-Q4,370.251,E: End of period,9: Billions,EUR: Euro,Spain - Credit to Private non-financial sector from All sectors at Market value - domestic currency - Unadjusted,NA,A: Normal value,NA,F: Free
dataflow,BIS:WS_TC(2.0): Total credit,I,Q: Quarterly,ES: Spain,P: Private non-financial sector,A: All sectors,M: Market value,XDC: Domestic currency (incl. conv. to current ccy made using a fix parity),U: Unadjusted,1996-Q1,370.019,E: End of period,9: Billions,EUR: Euro,Spain - Credit to Private non-financial sector from All sectors at Market value - domestic currency - Unadjusted,NA,A: Normal value,NA,F: Free
dataflow,BIS:WS_TC(2.0): Total credit,I,Q: Quarterly,ES: Spain,P: Private non-financial sector,A: All sectors,M: Market value,XDC: Domestic currency (incl. conv. to current ccy made using a fix parity),U: Unadjusted,1996-Q2,378.369,E: End of period,9: Billions,EUR: Euro,Spain - Credit to Private non-financial sector from All sectors at Market value - domestic currency - Unadjusted,NA,A: Normal value,NA,F: Free
dataflow,BIS:WS_TC(2.0): Total credit,I,Q: Quarterly,ES: Spain,P: Private non-financial sector,A: All sectors,M: Market value,XDC: Domestic currency (incl. conv. to current ccy made using a fix parity),U: Unadjusted,1996-Q3,380.818,E: End of period,9: Billions,EUR: Euro,Spain - Credit to Private non-financial sector from All sectors at Market value - domestic currency - Unadjusted,NA,A: Normal value,NA,F: Free
dataflow,BIS:WS_TC(2.0): Total credit,I,Q: Quarterly,ES: Spain,P: Private non-financial sector,A: All sectors,M: Market value,XDC: Domestic currency (incl. conv. to current ccy made using a fix parity),U: Unadjusted,1996-Q4,390.896,E: End of period,9: Billions,EUR: Euro,Spain - Credit to Private non-financial sector from All sectors at Market value - domestic currency - Unadjusted,NA,A: Normal value,NA,F: Free
dataflow,BIS:WS_TC(2.0): Total credit,I,Q: Quarterly,ES: Spain,P: Private non-financial sector,A: All sectors,M: Market value,XDC: Domestic currency (incl. conv. to current ccy made using a fix parity),U: Unadjusted,1997-Q1,398.16,E: End of period,9: Billions,EUR: Euro,Spain - Credit to Private non-financial sector from All sectors at Market value - domestic currency - Unadjusted,NA,A: Normal value,NA,F: Free
dataflow,BIS:WS_TC(2.0): Total credit,I,Q: Quarterly,ES: Spain,P: Private non-financial sector,A: All sectors,M: Market value,XDC: Domestic currency (incl. conv. to current ccy made using a fix parity),U: Unadjusted,1997-Q2,409.154,E: End of period,9: Billions,EUR: Euro,Spain - Credit to Private non-financial sector from All sectors at Market value - domestic currency - Unadjusted,NA,A: Normal value,NA,F: Free
dataflow,BIS:WS_TC(2.0): Total credit,I,Q: Quarterly,ES: Spain,P: Private non-financial sector,A: All sectors,M: Market value,XDC: Domestic currency (incl. conv. to current ccy made using a fix parity),U: Unadjusted,1997-Q3,418.821,E: End of period,9: Billions,EUR: Euro,Spain - Credit to Private non-financial sector from All sectors at Market value - domestic currency - Unadjusted,NA,A: Normal value,NA,F: Free
dataflow,BIS:WS_TC(2.0): Total credit,I,Q: Quarterly,ES: Spain,P: Private non-financial sector,A: All sectors,M: Market value,XDC: Domestic currency (incl. conv. to current ccy made using a fix parity),U: Unadjusted,1997-Q4,431.68,E: End of period,9: Billions,EUR: Euro,Spain - Credit to Private non-financial sector from All sectors at Market value - domestic currency - Unadjusted,NA,A: Normal value,NA,F: Free
