structure,structure_id,action,freq,ref_area,unit_measure,time_period,obs_value,unit_mult,time_format,breaks,coverage,decimals,title_ts,obs_conf,obs_pre_break,obs_status
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,ES: Spain,"771: Year-on-year changes, in per cent",2017-09,1.790866,0: Units,NA,NA,NA,NA,NA,F: Free,NA,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,ES: Spain,"771: Year-on-year changes, in per cent",2017-10,1.569569,0: Units,NA,NA,NA,NA,NA,F: Free,NA,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,ES: Spain,"771: Year-on-year changes, in per cent",2017-11,1.665331,0: Units,NA,NA,NA,NA,NA,F: Free,NA,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,ES: Spain,"771: Year-on-year changes, in per cent",2017-12,1.111554,0: Units,NA,NA,NA,NA,NA,F: Free,NA,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,ES: Spain,"771: Year-on-year changes, in per cent",2018-01,0.574497,0: Units,NA,NA,NA,NA,NA,F: Free,NA,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,ES: Spain,"771: Year-on-year changes, in per cent",2018-02,1.074013,0: Units,NA,NA,NA,NA,NA,F: Free,NA,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,ES: Spain,"771: Year-on-year changes, in per cent",2018-03,1.21369,0: Units,NA,NA,NA,NA,NA,F: Free,NA,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,ES: Spain,"771: Year-on-year changes, in per cent",2018-04,1.080193,0: Units,NA,NA,NA,NA,NA,F: Free,NA,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,ES: Spain,"771: Year-on-year changes, in per cent",2018-05,2.052099,0: Units,NA,NA,NA,NA,NA,F: Free,NA,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,ES: Spain,"771: Year-on-year changes, in per cent",2018-06,2.274,0: Units,NA,NA,NA,NA,NA,F: Free,NA,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,ES: Spain,"771: Year-on-year changes, in per cent",2018-07,2.247205,0: Units,NA,NA,NA,NA,NA,F: Free,NA,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,ES: Spain,"771: Year-on-year changes, in per cent",2018-08,2.18895,0: Units,NA,NA,NA,NA,NA,F: Free,NA,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,ES: Spain,"771: Year-on-year changes, in per cent",2018-09,2.261319,0: Units,NA,NA,NA,NA,NA,F: Free,NA,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,ES: Spain,"771: Year-on-year changes, in per cent",2018-10,2.262914,0: Units,NA,NA,NA,NA,NA,F: Free,NA,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,ES: Spain,"771: Year-on-year changes, in per cent",2018-11,1.686085,0: Units,NA,NA,NA,NA,NA,F: Free,NA,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,ES: Spain,"771: Year-on-year changes, in per cent",2018-12,1.184277,0: Units,NA,NA,NA,NA,NA,F: Free,NA,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,ES: Spain,"771: Year-on-year changes, in per cent",2019-01,0.979404,0: Units,NA,NA,NA,NA,NA,F: Free,NA,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,ES: Spain,"771: Year-on-year changes, in per cent",2019-02,1.089942,0: Units,NA,NA,NA,NA,NA,F: Free,NA,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,ES: Spain,"771: Year-on-year changes, in per cent",2019-03,1.338166,0: Units,NA,NA,NA,NA,NA,F: Free,NA,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,ES: Spain,"771: Year-on-year changes, in per cent",2019-04,1.520487,0: Units,NA,NA,NA,NA,NA,F: Free,NA,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,ES: Spain,"771: Year-on-year changes, in per cent",2019-05,0.808971,0: Units,NA,NA,NA,NA,NA,F: Free,NA,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,ES: Spain,"771: Year-on-year changes, in per cent",2019-06,0.42838,0: Units,NA,NA,NA,NA,NA,F: Free,NA,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,ES: Spain,"771: Year-on-year changes, in per cent",2019-07,0.527084,0: Units,NA,NA,NA,NA,NA,F: Free,NA,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,ES: Spain,"771: Year-on-year changes, in per cent",2019-08,0.328041,0: Units,NA,NA,NA,NA,NA,F: Free,NA,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,ES: Spain,"771: Year-on-year changes, in per cent",2019-09,0.083031,0: Units,NA,NA,NA,NA,NA,F: Free,NA,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,ES: Spain,"771: Year-on-year changes, in per cent",2019-10,0.128245,0: Units,NA,NA,NA,NA,NA,F: Free,NA,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,ES: Spain,"771: Year-on-year changes, in per cent",2019-11,0.408173,0: Units,NA,NA,NA,NA,NA,F: Free,NA,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,ES: Spain,"771: Year-on-year changes, in per cent",2019-12,0.787172,0: Units,NA,NA,NA,NA,NA,F: Free,NA,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,ES: Spain,"771: Year-on-year changes, in per cent",2020-01,1.096843,0: Units,NA,NA,NA,NA,NA,F: Free,NA,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,ES: Spain,"771: Year-on-year changes, in per cent",2020-02,0.731497,0: Units,NA,NA,NA,NA,NA,F: Free,NA,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,ES: Spain,"771: Year-on-year changes, in per cent",2020-03,-0.018374,0: Units,NA,NA,NA,NA,NA,F: Free,NA,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,ES: Spain,"771: Year-on-year changes, in per cent",2020-04,-0.71672,0: Units,NA,NA,NA,NA,NA,F: Free,NA,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,ES: Spain,"771: Year-on-year changes, in per cent",2020-05,-0.915044,0: Units,NA,NA,NA,NA,NA,F: Free,NA,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,ES: Spain,"771: Year-on-year changes, in per cent",2020-06,-0.341727,0: Units,NA,NA,NA,NA,NA,F: Free,NA,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,ES: Spain,"771: Year-on-year changes, in per cent",2020-07,-0.620648,0: Units,NA,NA,NA,NA,NA,F: Free,NA,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,ES: Spain,"771: Year-on-year changes, in per cent",2020-08,-0.518514,0: Units,NA,NA,NA,NA,NA,F: Free,NA,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,ES: Spain,"771: Year-on-year changes, in per cent",2020-09,-0.36967,0: Units,NA,NA,NA,NA,NA,F: Free,NA,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,ES: Spain,"771: Year-on-year changes, in per cent",2020-10,-0.80957,0: Units,NA,NA,NA,NA,NA,F: Free,NA,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,ES: Spain,"771: Year-on-year changes, in per cent",2020-11,-0.814234,0: Units,NA,NA,NA,NA,NA,F: Free,NA,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,ES: Spain,"771: Year-on-year changes, in per cent",2020-12,-0.531144,0: Units,NA,NA,NA,NA,NA,F: Free,NA,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,ES: Spain,"771: Year-on-year changes, in per cent",2021-01,0.457139,0: Units,NA,NA,NA,NA,NA,F: Free,NA,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,ES: Spain,"771: Year-on-year changes, in per cent",2021-02,-0.015866,0: Units,NA,NA,NA,NA,NA,F: Free,NA,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,ES: Spain,"771: Year-on-year changes, in per cent",2021-03,1.341567,0: Units,NA,NA,NA,NA,NA,F: Free,NA,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,ES: Spain,"771: Year-on-year changes, in per cent",2021-04,2.229198,0: Units,NA,NA,NA,NA,NA,F: Free,NA,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,ES: Spain,"771: Year-on-year changes, in per cent",2021-05,2.716734,0: Units,NA,NA,NA,NA,NA,F: Free,NA,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,ES: Spain,"771: Year-on-year changes, in per cent",2021-06,2.732247,0: Units,NA,NA,NA,NA,NA,F: Free,NA,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,ES: Spain,"771: Year-on-year changes, in per cent",2021-07,2.8809110000000002,0: Units,NA,NA,NA,NA,NA,F: Free,NA,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,ES: Spain,"771: Year-on-year changes, in per cent",2021-08,3.301447,0: Units,NA,NA,NA,NA,NA,F: Free,NA,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,ES: Spain,"771: Year-on-year changes, in per cent",2021-09,4.00676,0: Units,NA,NA,NA,NA,NA,F: Free,NA,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,ES: Spain,"771: Year-on-year changes, in per cent",2021-10,5.36728,0: Units,NA,NA,NA,NA,NA,F: Free,NA,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,ES: Spain,"771: Year-on-year changes, in per cent",2021-11,5.51657,0: Units,NA,NA,NA,NA,NA,F: Free,NA,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,ES: Spain,"771: Year-on-year changes, in per cent",2021-12,6.549757,0: Units,NA,NA,NA,NA,NA,F: Free,NA,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,ES: Spain,"771: Year-on-year changes, in per cent",2022-01,6.131761,0: Units,NA,NA,NA,NA,NA,F: Free,NA,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,ES: Spain,"771: Year-on-year changes, in per cent",2022-02,7.623105,0: Units,NA,NA,NA,NA,NA,F: Free,NA,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,ES: Spain,"771: Year-on-year changes, in per cent",2022-03,9.817931,0: Units,NA,NA,NA,NA,NA,F: Free,NA,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,ES: Spain,"771: Year-on-year changes, in per cent",2022-04,8.343589,0: Units,NA,NA,NA,NA,NA,F: Free,NA,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,ES: Spain,"771: Year-on-year changes, in per cent",2022-05,8.727865,0: Units,NA,NA,NA,NA,NA,F: Free,NA,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,ES: Spain,"771: Year-on-year changes, in per cent",2022-06,10.215773,0: Units,NA,NA,NA,NA,NA,F: Free,NA,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,ES: Spain,"771: Year-on-year changes, in per cent",2022-07,10.770423,0: Units,NA,NA,NA,NA,NA,F: Free,NA,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,ES: Spain,"771: Year-on-year changes, in per cent",2022-08,10.548248,0: Units,NA,NA,NA,NA,NA,F: Free,NA,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,ES: Spain,"771: Year-on-year changes, in per cent",2022-09,8.872772,0: Units,NA,NA,NA,NA,NA,F: Free,NA,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,ES: Spain,"771: Year-on-year changes, in per cent",2022-10,7.265076,0: Units,NA,NA,NA,NA,NA,F: Free,NA,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,ES: Spain,"771: Year-on-year changes, in per cent",2022-11,6.809511,0: Units,NA,NA,NA,NA,NA,F: Free,NA,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,ES: Spain,"771: Year-on-year changes, in per cent",2022-12,5.707484,0: Units,NA,NA,NA,NA,NA,F: Free,NA,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,ES: Spain,"771: Year-on-year changes, in per cent",2023-01,5.891836,0: Units,NA,NA,NA,NA,NA,F: Free,NA,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,ES: Spain,"771: Year-on-year changes, in per cent",2023-02,6.034004,0: Units,NA,NA,NA,NA,NA,F: Free,NA,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,ES: Spain,"771: Year-on-year changes, in per cent",2023-03,3.296014,0: Units,NA,NA,NA,NA,NA,F: Free,NA,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,ES: Spain,"771: Year-on-year changes, in per cent",2023-04,4.095902,0: Units,NA,NA,NA,NA,NA,F: Free,NA,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,ES: Spain,"771: Year-on-year changes, in per cent",2023-05,3.192746,0: Units,NA,NA,NA,NA,NA,F: Free,NA,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,ES: Spain,"771: Year-on-year changes, in per cent",2023-06,1.893297,0: Units,NA,NA,NA,NA,NA,F: Free,NA,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,ES: Spain,"771: Year-on-year changes, in per cent",2023-07,2.326633,0: Units,NA,NA,NA,NA,NA,F: Free,NA,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,ES: Spain,"771: Year-on-year changes, in per cent",2023-08,2.61499,0: Units,NA,NA,NA,NA,NA,F: Free,NA,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,ES: Spain,"771: Year-on-year changes, in per cent",2023-09,3.515735,0: Units,NA,NA,NA,NA,NA,F: Free,NA,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,ES: Spain,"771: Year-on-year changes, in per cent",2023-10,3.46842,0: Units,NA,NA,NA,NA,NA,F: Free,NA,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,ES: Spain,"771: Year-on-year changes, in per cent",2023-11,3.230854,0: Units,NA,NA,NA,NA,NA,F: Free,NA,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,ES: Spain,"771: Year-on-year changes, in per cent",2023-12,3.102103,0: Units,NA,NA,NA,NA,NA,F: Free,NA,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,ES: Spain,"771: Year-on-year changes, in per cent",2024-01,3.406649,0: Units,NA,NA,NA,NA,NA,F: Free,NA,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,ES: Spain,"771: Year-on-year changes, in per cent",2024-02,2.803598,0: Units,NA,NA,NA,NA,NA,F: Free,NA,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,ES: Spain,"771: Year-on-year changes, in per cent",2024-03,3.206829,0: Units,NA,NA,NA,NA,NA,F: Free,NA,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,ES: Spain,"771: Year-on-year changes, in per cent",2024-04,3.309673,0: Units,NA,NA,NA,NA,NA,F: Free,NA,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,ES: Spain,"771: Year-on-year changes, in per cent",2024-05,3.631353,0: Units,NA,NA,NA,NA,NA,F: Free,NA,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,ES: Spain,"771: Year-on-year changes, in per cent",2024-06,3.433775,0: Units,NA,NA,NA,NA,NA,F: Free,NA,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,ES: Spain,"771: Year-on-year changes, in per cent",2024-07,2.76825,0: Units,NA,NA,NA,NA,NA,F: Free,NA,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,ES: Spain,"771: Year-on-year changes, in per cent",2024-08,2.261596,0: Units,NA,NA,NA,NA,NA,F: Free,NA,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,ES: Spain,"771: Year-on-year changes, in per cent",2024-09,1.464673,0: Units,NA,NA,NA,NA,NA,F: Free,NA,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,ES: Spain,"771: Year-on-year changes, in per cent",2024-10,1.803163,0: Units,NA,NA,NA,NA,NA,F: Free,NA,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,ES: Spain,"771: Year-on-year changes, in per cent",2024-11,2.4095,0: Units,NA,NA,NA,NA,NA,F: Free,NA,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,ES: Spain,"771: Year-on-year changes, in per cent",2024-12,2.846782,0: Units,NA,NA,NA,NA,NA,F: Free,NA,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,ES: Spain,"771: Year-on-year changes, in per cent",2025-01,2.935218,0: Units,NA,NA,NA,NA,NA,F: Free,NA,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,ES: Spain,"771: Year-on-year changes, in per cent",2025-02,2.973738,0: Units,NA,NA,NA,NA,NA,F: Free,NA,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,ES: Spain,"771: Year-on-year changes, in per cent",2025-03,2.255266,0: Units,NA,NA,NA,NA,NA,F: Free,NA,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,ES: Spain,"771: Year-on-year changes, in per cent",2025-04,2.187378,0: Units,NA,NA,NA,NA,NA,F: Free,NA,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,ES: Spain,"771: Year-on-year changes, in per cent",2025-05,1.987297,0: Units,NA,NA,NA,NA,NA,F: Free,NA,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,ES: Spain,"771: Year-on-year changes, in per cent",2025-06,2.285534,0: Units,NA,NA,NA,NA,NA,F: Free,NA,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,ES: Spain,"771: Year-on-year changes, in per cent",2025-07,2.694706,0: Units,NA,NA,NA,NA,NA,F: Free,NA,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,ES: Spain,"771: Year-on-year changes, in per cent",2025-08,2.693603,0: Units,NA,NA,NA,NA,NA,F: Free,NA,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,ES: Spain,"771: Year-on-year changes, in per cent",2025-09,3.022971,0: Units,NA,NA,NA,NA,NA,F: Free,NA,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,ES: Spain,"771: Year-on-year changes, in per cent",2025-10,3.089155,0: Units,NA,NA,NA,NA,NA,F: Free,NA,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,ES: Spain,"771: Year-on-year changes, in per cent",2025-11,3.036706,0: Units,NA,NA,NA,NA,NA,F: Free,NA,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,ES: Spain,"771: Year-on-year changes, in per cent",2025-12,2.92447,0: Units,NA,NA,NA,NA,NA,F: Free,NA,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,ES: Spain,"771: Year-on-year changes, in per cent",2026-01,2.289534,0: Units,NA,NA,NA,NA,NA,F: Free,NA,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,ES: Spain,"771: Year-on-year changes, in per cent",2026-02,2.318978,0: Units,NA,NA,NA,NA,NA,F: Free,NA,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,ES: Spain,"771: Year-on-year changes, in per cent",2026-03,3.449669,0: Units,NA,NA,NA,NA,NA,F: Free,NA,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,GB: United Kingdom,"771: Year-on-year changes, in per cent",1916-01,23.777007,0: Units,NA,NA,NA,NA,NA,F: Free,NA,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,GB: United Kingdom,"771: Year-on-year changes, in per cent",1916-02,16.070857,0: Units,NA,NA,NA,NA,NA,F: Free,NA,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,GB: United Kingdom,"771: Year-on-year changes, in per cent",1916-03,16.209566,0: Units,NA,NA,NA,NA,NA,F: Free,NA,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,GB: United Kingdom,"771: Year-on-year changes, in per cent",1916-04,16.372899,0: Units,NA,NA,NA,NA,NA,F: Free,NA,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,GB: United Kingdom,"771: Year-on-year changes, in per cent",1916-05,15.430338,0: Units,NA,NA,NA,NA,NA,F: Free,NA,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,GB: United Kingdom,"771: Year-on-year changes, in per cent",1916-06,14.061944,0: Units,NA,NA,NA,NA,NA,F: Free,NA,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,GB: United Kingdom,"771: Year-on-year changes, in per cent",1916-07,14.209061,0: Units,NA,NA,NA,NA,NA,F: Free,NA,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,GB: United Kingdom,"771: Year-on-year changes, in per cent",1916-08,14.383586,0: Units,NA,NA,NA,NA,NA,F: Free,NA,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,GB: United Kingdom,"771: Year-on-year changes, in per cent",1916-09,21.076449,0: Units,NA,NA,NA,NA,NA,F: Free,NA,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,GB: United Kingdom,"771: Year-on-year changes, in per cent",1916-10,13.827064,0: Units,NA,NA,NA,NA,NA,F: Free,NA,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,GB: United Kingdom,"771: Year-on-year changes, in per cent",1916-11,26.443289,0: Units,NA,NA,NA,NA,NA,F: Free,NA,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,GB: United Kingdom,"771: Year-on-year changes, in per cent",1916-12,25.139793,0: Units,NA,NA,NA,NA,NA,F: Free,NA,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,GB: United Kingdom,"771: Year-on-year changes, in per cent",1917-01,25.394706,0: Units,NA,NA,NA,NA,NA,F: Free,NA,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,GB: United Kingdom,"771: Year-on-year changes, in per cent",1917-02,25.658914,0: Units,NA,NA,NA,NA,NA,F: Free,NA,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,GB: United Kingdom,"771: Year-on-year changes, in per cent",1917-03,31.990023,0: Units,NA,NA,NA,NA,NA,F: Free,NA,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,GB: United Kingdom,"771: Year-on-year changes, in per cent",1917-04,32.306582,0: Units,NA,NA,NA,NA,NA,F: Free,NA,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,GB: United Kingdom,"771: Year-on-year changes, in per cent",1917-05,30.248794,0: Units,NA,NA,NA,NA,NA,F: Free,NA,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,GB: United Kingdom,"771: Year-on-year changes, in per cent",1917-06,23.885019,0: Units,NA,NA,NA,NA,NA,F: Free,NA,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,GB: United Kingdom,"771: Year-on-year changes, in per cent",1917-07,29.960446,0: Units,NA,NA,NA,NA,NA,F: Free,NA,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,GB: United Kingdom,"771: Year-on-year changes, in per cent",1917-08,30.789266,0: Units,NA,NA,NA,NA,NA,F: Free,NA,A: Normal value
